../Dataset/dataset.csv,speed,angleToTrackAxis,trackEdgeSensor_0,trackEdgeSensor_1,trackEdgeSensor_2,trackEdgeSensor_3,trackEdgeSensor_4,trackEdgeSensor_5,trackEdgeSensor_6,trackEdgeSensor_7,trackEdgeSensor_8,trackEdgeSensor_9,trackEdgeSensor_10,trackEdgeSensor_11,trackEdgeSensor_12,trackEdgeSensor_13,trackEdgeSensor_14,trackEdgeSensor_15,trackEdgeSensor_16,trackEdgeSensor_17,trackEdgeSensor_18,focusSensor_0,focusSensor_1,focusSensor_2,focusSensor_3,focusSensor_4,gear,opponentSensor_0,opponentSensor_1,opponentSensor_2,opponentSensor_3,opponentSensor_4,opponentSensor_5,opponentSensor_6,opponentSensor_7,opponentSensor_8,opponentSensor_9,opponentSensor_10,opponentSensor_11,opponentSensor_12,opponentSensor_13,opponentSensor_14,opponentSensor_15,opponentSensor_16,opponentSensor_17,opponentSensor_18,opponentSensor_19,opponentSensor_20,opponentSensor_21,opponentSensor_22,opponentSensor_23,opponentSensor_24,opponentSensor_25,opponentSensor_26,opponentSensor_27,opponentSensor_28,opponentSensor_29,opponentSensor_30,opponentSensor_31,opponentSensor_32,opponentSensor_33,opponentSensor_34,opponentSensor_35,racePosition,lateralSpeed,currentLapTime,damage,distanceFromStartLine,distanceRaced,fuelLevel,lastLapTime,rpm,trackPosition,wheelSpinVelocity_0,wheelSpinVelocity_1,wheelSpinVelocity_2,wheelSpinVelocity_3,z,zSpeed,accel,brake,clutch,gear,steer,meta,focus
sample 561,136.95200000,0.00553949,9.09538000,9.43023000,10.53610000,12.93450000,18.36700000,27.00410000,35.88370000,54.07710000,111.41200000,200.00000000,63.71620000,32.96890000,22.35250000,17.00580000,11.69750000,8.30472000,6.79660000,6.10409000,5.90485000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.02514720,10.81000000,0.00000000,135.79900000,160.79700000,93.86600000,0.00000000,5940.75000000,-0.21269900,115.10100000,114.96800000,118.74800000,121.46800000,0.33211800,-0.00470543,1.0,0.0,0.0,4,0.0,0,360
sample 562,137.27300000,0.00558504,9.09974000,9.43487000,10.54150000,12.94130000,18.37730000,27.02050000,35.90720000,54.11750000,111.52800000,200.00000000,63.63800000,32.93630000,22.33220000,16.99110000,11.68790000,8.29821000,6.79140000,6.09951000,5.90049000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.01435820,10.83000000,0.00000000,136.56100000,161.55900000,93.86540000,0.00000000,5910.37000000,-0.21328000,115.24400000,115.25300000,117.53800000,120.79700000,0.33359100,0.04081610,1.0,0.0,0.0,4,0.0,0,360
sample 563,137.54300000,0.00559741,9.10410000,9.43941000,10.54660000,12.94760000,18.38650000,27.03440000,35.92600000,54.14730000,111.59800000,200.00000000,63.58260000,32.90980000,22.31480000,16.97810000,11.67900000,8.29198000,6.78634000,6.09499000,5.89614000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.01287440,10.85000000,0.00000000,137.32400000,162.32300000,93.86480000,0.00000000,5924.76000000,-0.21386100,115.47200000,115.55100000,120.41200000,119.52500000,0.33744300,-0.01826210,1.0,0.0,0.0,4,0.0,0,360
sample 564,137.84100000,0.00547774,9.10843000,9.44360000,10.55090000,12.95220000,18.39130000,27.03820000,35.92670000,54.13510000,111.48800000,200.00000000,63.61760000,32.90720000,22.30810000,16.97110000,11.67280000,8.28687000,6.78181000,6.09070000,5.89180000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.02720140,10.87000000,0.00000000,138.08900000,163.08800000,93.86420000,0.00000000,5940.70000000,-0.21443900,115.76300000,115.62400000,121.59400000,117.78600000,0.33654500,-0.03965320,1.0,0.0,0.0,4,0.0,0,360
sample 565,138.11500000,0.00535320,9.11274000,9.44775000,10.55510000,12.95670000,18.39600000,27.04160000,35.92670000,54.12130000,111.37200000,200.00000000,63.65620000,32.90560000,22.30190000,16.96430000,11.66680000,8.28182000,6.77733000,6.08643000,5.88748000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03464980,10.89000000,0.00000000,138.85600000,163.85400000,93.86360000,0.00000000,5938.26000000,-0.21501400,116.04200000,115.90900000,120.15600000,120.70000000,0.33215600,-0.02044790,1.0,0.0,0.0,4,0.0,0,360
sample 566,138.38700000,0.00536285,9.11703000,9.45223000,10.56010000,12.96300000,18.40500000,27.05510000,35.94490000,54.14980000,111.43700000,200.00000000,63.60320000,32.87990000,22.28480000,16.95150000,11.65810000,8.27569000,6.77234000,6.08198000,5.88318000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.02524320,10.91000000,0.00000000,139.62400000,164.62200000,93.86300000,0.00000000,5989.00000000,-0.21558700,116.24100000,116.19700000,119.01000000,122.44200000,0.33200300,-0.00769849,1.0,0.0,0.0,4,0.0,0,360
sample 567,138.69300000,0.00537718,9.12131000,9.45670000,10.56520000,12.96920000,18.41410000,27.06880000,35.96370000,54.17980000,111.50900000,200.00000000,63.54720000,32.85340000,22.26750000,16.93850000,11.64930000,8.26957000,6.76737000,6.07754000,5.87891000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.01965790,10.93000000,0.00000000,140.39400000,165.39200000,93.86230000,0.00000000,5955.48000000,-0.21615700,116.43400000,116.58700000,119.68900000,121.23600000,0.33626500,-0.01730680,1.0,0.0,0.0,4,0.0,0,360
sample 568,138.96700000,0.00530060,9.12555000,9.46090000,10.56960000,12.97420000,18.42020000,27.07560000,35.97000000,54.18070000,111.45700000,200.00000000,63.55360000,32.84350000,22.25760000,16.92980000,11.64240000,8.26422000,6.76278000,6.07327000,5.87466000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.02867820,10.95000000,0.00000000,141.16500000,166.16400000,93.86170000,0.00000000,5994.50000000,-0.21672300,116.70300000,116.57700000,122.58200000,119.52100000,0.33722400,-0.06060820,1.0,0.0,0.0,4,0.0,0,360
sample 569,139.27300000,0.00515396,9.12976000,9.46490000,10.57360000,12.97830000,18.42400000,27.07710000,35.96650000,54.15930000,111.31000000,200.00000000,63.60850000,32.84640000,22.25360000,16.92440000,11.63700000,8.25948000,6.75848000,6.06914000,5.87044000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04043190,10.97000000,0.00000000,141.93800000,166.93600000,93.86110000,0.00000000,5965.10000000,-0.21728600,116.97700000,116.85000000,121.90700000,119.45700000,0.33278400,-0.03048470,1.0,0.0,0.0,4,0.0,0,360
sample 570,139.50400000,0.00509781,9.13395000,9.46909000,10.57810000,12.98350000,18.43060000,27.08520000,35.97530000,54.16630000,111.28500000,200.00000000,63.60160000,32.83310000,22.24230000,16.91480000,11.62980000,8.25405000,6.75388000,6.06490000,5.86625000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03523750,10.99000000,0.00000000,142.71300000,167.71100000,93.86050000,0.00000000,6063.79000000,-0.21784400,117.22000000,117.13500000,120.45100000,124.02400000,0.33029100,-0.01003640,1.0,0.0,0.0,4,0.0,0,360
sample 571,139.83100000,0.00511251,9.13810000,9.47344000,10.58300000,12.98960000,18.43950000,27.09870000,35.99370000,54.19560000,111.35500000,200.00000000,63.54650000,32.80720000,22.22530000,16.90220000,11.62130000,8.24808000,6.74904000,6.06058000,5.86209000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.02716870,11.01000000,0.00000000,143.48900000,168.48700000,93.85990000,0.00000000,6006.93000000,-0.21839800,117.41600000,117.48600000,119.82100000,122.73400000,0.33395500,0.03502470,1.0,0.0,0.0,4,0.0,0,360
sample 572,140.10600000,0.00506605,9.14222000,9.47759000,10.58750000,12.99490000,18.44630000,27.10740000,36.00350000,54.20530000,111.34300000,200.00000000,63.53370000,32.79250000,22.21350000,16.89240000,11.61400000,8.24266000,6.74448000,6.05640000,5.85797000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03025480,11.03000000,0.00000000,144.26600000,169.26500000,93.85930000,0.00000000,6032.74000000,-0.21894700,117.65700000,117.63800000,122.57400000,121.25500000,0.33759500,-0.03123230,1.0,0.0,0.0,4,0.0,0,360
sample 573,140.42100000,0.00490726,9.14630000,9.48141000,10.59120000,12.99860000,18.44940000,27.10750000,35.99790000,54.17930000,111.17800000,200.00000000,63.59850000,32.79840000,22.21090000,16.88790000,11.60910000,8.23821000,6.74039000,6.05243000,5.85388000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04416000,11.05000000,0.00000000,145.04600000,170.04400000,93.85870000,0.00000000,6003.99000000,-0.21949200,117.92300000,117.77300000,122.65400000,120.02700000,0.33496400,-0.05770970,1.0,0.0,0.0,4,0.0,0,360
sample 574,140.65400000,0.00478251,9.15033000,9.48527000,10.59510000,13.00270000,18.45350000,27.11000000,35.99660000,54.16370000,111.05900000,200.00000000,63.64050000,32.79830000,22.20570000,16.88200000,11.60360000,8.23355000,6.73622000,6.04845000,5.84984000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04633430,11.07000000,0.00000000,145.82600000,170.82500000,93.85810000,0.00000000,6078.48000000,-0.22003000,118.17400000,118.07400000,122.05100000,123.99800000,0.33019400,-0.02306450,1.0,0.0,0.0,4,0.0,0,360
sample 575,140.95700000,0.00477081,9.15431000,9.48937000,10.59970000,13.00820000,18.46120000,27.12090000,36.01070000,54.18360000,111.09200000,200.00000000,63.60520000,32.77810000,22.19150000,16.87100000,11.59590000,8.22804000,6.73167000,6.04435000,5.84586000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03781880,11.09000000,0.00000000,146.60900000,171.60700000,93.85750000,0.00000000,6074.67000000,-0.22056100,118.40700000,118.36100000,121.39700000,123.68200000,0.33096000,0.05480870,1.0,0.0,0.0,4,0.0,0,360
sample 576,141.25200000,0.00472711,9.15825000,9.49334000,10.60400000,13.01320000,18.46770000,27.12930000,36.02020000,54.19310000,111.08100000,200.00000000,63.59250000,32.76390000,22.18010000,16.86160000,11.58890000,8.22285000,6.72731000,6.04035000,5.84192000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03525270,11.11000000,0.00000000,147.39300000,172.39100000,93.85680000,0.00000000,6066.13000000,-0.22108600,118.62600000,118.73400000,121.93800000,123.03900000,0.33606400,0.02197980,1.0,0.0,0.0,4,0.0,0,360
sample 577,141.55000000,0.00460958,9.16213000,9.49707000,10.60770000,13.01720000,18.47170000,27.13190000,36.01940000,54.17900000,110.97000000,200.00000000,63.63120000,32.76340000,22.17490000,16.85580000,11.58360000,8.21834000,6.72328000,6.03652000,5.83803000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04413390,11.13000000,0.00000000,148.17900000,173.17700000,93.85620000,0.00000000,6065.84000000,-0.22160400,118.87400000,118.74500000,123.12500000,121.87800000,0.33749900,-0.02865410,1.0,0.0,0.0,4,0.0,0,360
sample 578,141.84400000,0.00446999,9.16596000,9.50068000,10.61130000,13.02080000,18.47500000,27.13270000,36.01540000,54.15760000,110.83000000,200.00000000,63.68600000,32.76710000,22.17170000,16.85110000,11.57870000,8.21408000,6.71940000,6.03278000,5.83419000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.05198920,11.15000000,0.00000000,148.96600000,173.96400000,93.85560000,0.00000000,6057.98000000,-0.22211500,119.11300000,119.00800000,123.51600000,121.52800000,0.33297500,-0.01450000,1.0,0.0,0.0,4,0.0,0,360
sample 579,142.07300000,0.00439348,9.16973000,9.50439000,10.61520000,13.02520000,18.48010000,27.13810000,36.01970000,54.15570000,110.77400000,200.00000000,63.69780000,32.75980000,22.16360000,16.84370000,11.57280000,8.20939000,6.71535000,6.02899000,5.83042000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04691480,11.17000000,0.00000000,149.75400000,174.75300000,93.85500000,0.00000000,6150.41000000,-0.22261800,119.35800000,119.28600000,123.02000000,125.45800000,0.32963400,0.04230310,1.0,0.0,0.0,4,0.0,0,360
sample 580,142.38400000,0.00437389,9.17344000,9.50819000,10.61940000,13.03020000,18.48690000,27.14760000,36.03160000,54.17150000,110.79200000,200.00000000,63.67070000,32.74240000,22.15110000,16.83380000,11.56580000,8.20431000,6.71114000,6.02518000,5.82670000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.03930740,11.19000000,0.00000000,150.54500000,175.54300000,93.85440000,0.00000000,6124.30000000,-0.22311400,119.60700000,119.57500000,122.97700000,124.15900000,0.33234300,0.16078200,1.0,0.0,0.0,4,0.0,0,360
sample 581,142.67800000,0.00426141,9.17710000,9.51170000,10.62290000,13.03390000,18.49070000,27.14990000,36.03060000,54.15770000,110.68700000,200.00000000,63.70870000,32.74220000,22.14630000,16.82840000,11.56070000,8.20007000,6.70736000,6.02157000,5.82303000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.04435920,11.21000000,0.00000000,151.33700000,176.33500000,93.85380000,0.00000000,6119.36000000,-0.22360300,119.84700000,119.90100000,123.12700000,123.95200000,0.33707800,0.12994900,1.0,0.0,0.0,4,0.0,0,360
sample 582,142.98200000,0.00409716,9.18069000,9.51500000,10.62610000,13.03690000,18.49260000,27.14820000,36.02230000,54.12720000,110.51200000,200.00000000,63.78350000,32.75170000,22.14590000,16.82550000,11.55690000,8.19634000,6.70384000,6.01811000,5.81943000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.05604570,11.23000000,0.00000000,152.13000000,177.12800000,93.85320000,0.00000000,6108.40000000,-0.22408200,120.07300000,119.93000000,123.78400000,122.85500000,0.33662200,0.09591990,1.0,0.0,0.0,4,0.0,0,360
sample 583,143.26400000,0.00393487,9.18421000,9.51823000,10.62920000,13.03970000,18.49450000,27.14630000,36.01390000,54.09700000,110.34000000,200.00000000,63.85800000,32.76140000,22.14570000,16.82270000,11.55310000,8.19269000,6.70041000,6.01473000,5.81590000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.06331610,11.25000000,0.00000000,152.92500000,177.92400000,93.85260000,0.00000000,6112.13000000,-0.22455200,120.29800000,120.20400000,124.56600000,122.85000000,0.33140600,0.13659100,1.0,0.0,0.0,4,0.0,0,360
sample 584,143.50100000,0.00376374,9.18765000,9.52136000,10.63210000,13.04240000,18.49590000,27.14360000,36.00410000,54.06360000,110.15500000,200.00000000,63.93980000,32.77310000,22.14650000,16.82060000,11.54960000,8.18923000,6.69710000,6.01144000,5.81246000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.06817930,11.27000000,0.00000000,153.72200000,178.72000000,93.85200000,0.00000000,6192.20000000,-0.22501100,120.55500000,120.47100000,124.32900000,126.07000000,0.32889600,0.19671000,1.0,0.0,0.0,4,0.0,0,360
sample 585,143.79600000,0.00363879,9.19100000,9.52450000,10.63520000,13.04550000,18.49860000,27.14400000,36.00020000,54.04410000,110.03100000,200.00000000,63.99050000,32.77690000,22.14390000,16.81660000,11.54540000,8.18553000,6.69371000,6.00817000,5.80910000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,4.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,-0.06855110,11.29000000,0.00000000,154.52000000,179.51800000,93.85130000,0.00000000,6192.98000000,-0.22545800,120.81200000,120.80400000,124.58000000,125.33300000,0.33292000,0.27949900,1.0,0.0,0.0,4,0.0,0,360
